ISOURBID,ISO3,URBID,NAME,SCHNM,ES90POP,ES95POP,ES00POP,SQKM_FINAL,URB_D_MEAN,BUF_D_MEAN,D_T_DIFF,URB_N_MEAN,BUF_N_MEAN,N_T_DIFF,LATITUDE,LONGITUDE
ETH56301,ETH,56301,Adis Abeba,ADDISABABA,1798308,2328470,2850300,586.88,27.47,26.41,1.07,3.66,3.23,0.42,8.987058806,38.75775859
VEN56306,VEN,56306,Calabozo,CALABOZO,79578,89083,99724,357.24,36.32,34.99,1.32,18.75,19.68,-0.93,8.952025098,-67.42466332
VEN56307,VEN,56307,El Tigre,ELTIGRE,135667,165100,200943,1052.64,36.25,36.19,0.06,17.62,17.98,-0.36,8.933350625,-64.20988584
GHA56312,GHA,56312, ,DAMONGO,16871,21287,26134,4.57,34.88,32.64,2.25,17.37,18.98,-1.61,9.068651613,-1.817806201
TGO56313,TGO,56313,Sokodé,SOKODE,64649,81345,106396,68.69,32.54,29.92,2.62,19.71,19.25,0.46,8.994311105,1.149735547
COL56316,COL,56316,EL BANCO,ELBANCO,38581,43959,48146,104.94,35.33,35.27,0.06,25.67,24.86,0.81,8.992879388,-73.97962691
VEN56317,VEN,56317,San Carlos del Zulia,SANCARLOSDELZULIA,39859,46896,55176,168.76,34.74,33.04,1.70,21.90,21.32,0.59,8.994948425,-71.91572931
IND56320,IND,56320,PUNALUR,PUNALUR,46185,46655,47130,19.50,28.68,28.73,-0.05,23.58,22.21,1.38,9.018627898,76.93060629
COL56323,COL,56323,PUERTO ESCONDIDO,PUERTOESCONDIDO,2400,2735,2995,9.45,29.49,31.27,-1.78,21.06,22.32,-1.26,9.012601319,-76.25384777
PHL56328,PHL,56328,Butuan,BUTUAN,100940,110000,120000,137.09,33.21,30.95,2.25,21.97,22.05,-0.08,8.962003729,125.5410395
IND56331,IND,56331,KOLLAM,KOLLAM,270700,310362,352378,234.71,29.71,28.98,0.72,24.38,24.44,-0.06,8.922306269,76.62903448
ETH56337,ETH,56337,?wash,AWASH,7075,9161,11214,22.90,43.46,44.00,-0.54,14.29,15.58,-1.29,8.997706264,40.17637892
COL56338,COL,56338,MONTERIA,MONTERIA,255082,290641,318331,587.96,34.26,34.66,-0.40,22.33,22.00,0.33,8.840017453,-75.799433
IND56344,IND,56344,SURANDAI,SURANDAI,21071,24159,27429,19.51,41.51,40.26,1.25,23.89,23.53,0.37,8.979496002,77.42698075
COL56347,COL,56347,SAHAGUN,SAHAGUN,35955,40967,44870,77.18,38.87,38.80,0.07,22.57,23.17,-0.60,8.949642372,-75.43338357
COL56348,COL,56348,PAILITAS,PAILITAS,9720,11075,12130,58.52,34.06,34.84,-0.77,22.82,22.93,-0.11,8.959810026,-73.61045108
IND56350,IND,56350,TENKASI,TENKASI,84738,89542,94637,56.83,33.42,33.77,-0.35,20.42,21.94,-1.52,8.963823578,77.29930698
COL56358,COL,56358,BARRANCO DE LOBA,BARRANCODELOBA,3652,4161,4558,10.18,34.40,35.33,-0.93,25.30,24.79,0.51,8.95032835,-74.088894
ETH56367,ETH,56367, ,METEHARA,9677,12531,15339,52.60,38.20,39.65,-1.45,16.10,16.16,-0.06,8.862560456,39.92808212
COL56368,COL,56368,LOS CORDOBAS,LOSCORDOBAS,2241,2553,2797,11.86,31.18,30.47,0.71,22.48,21.74,0.74,8.897200697,-76.34838674
THA56378,THA,56378,Takua Pa,TAKUAPA,8910,9788,10604,65.46,29.90,28.66,1.24,24.07,23.62,0.45,8.864776751,98.33156806
COL56385,COL,56385,ARBOLETES,ARBOLETES,5122,5836,6392,28.95,30.84,30.61,0.23,20.68,21.12,-0.44,8.847446294,-76.41162403
COL56386,COL,56386,TAMALAMEQUE,TAMALAMEQUE,6387,7278,7971,19.38,37.03,35.27,1.76,24.80,24.71,0.09,8.859620438,-73.80596171
NGA56389,NGA,56389,Keffi,KEFFI,50900,65889,82900,37.33,32.63,30.15,2.48,17.62,17.62,0.00,8.848624642,7.885030398
IND56390,IND,56390,ALANGULAM,ALANGULAM,13422,15389,17472,15.27,43.40,41.86,1.54,24.20,24.89,-0.69,8.865143987,77.50508054
COL56392,COL,56392,LA UNION,LAUNION,3965,4518,4949,16.97,40.57,39.78,0.79,25.13,24.54,0.59,8.854079438,-75.27292261
NGA56394,NGA,56394,Igboho,IGBOHO,65116,84291,106053,15.58,31.35,30.46,0.89,19.20,19.17,0.03,8.832276342,3.762048599
IND56395,IND,56395,TUTICORIN,TUTICORIN,470180,539071,612047,197.75,39.54,41.27,-1.73,26.53,26.40,0.13,8.787264291,78.11461325
THA56396,THA,56396,Na San,NASAN,18423,20239,21926,47.51,32.19,31.83,0.36,23.66,22.78,0.88,8.81461588,99.37007704
VEN56398,VEN,56398,Barinas,BARINAS,174410,208468,249195,758.84,31.06,29.71,1.35,18.87,18.54,0.32,8.670248785,-70.24531586
COL56401,COL,56401,SUCRE,SUCRE,18206,20744,22720,29.70,34.17,34.17,0.00,26.56,25.86,0.70,8.815924045,-74.71655124
IND56403,IND,56403,TIRUNELVELI,TIRUNELVELI,308040,353174,400985,252.05,40.99,42.68,-1.69,25.55,25.56,-0.02,8.743749596,77.72155251
COL56405,COL,56405,SAN CARLOS,SANCARLOS,4212,4800,5257,19.52,34.83,34.69,0.15,22.34,21.93,0.41,8.801959578,-75.69692169
LKA56406,LKA,56406,Vavuniya,VAVUNIYA,19663,19945,20042,105.23,35.98,35.26,0.71,24.58,24.12,0.46,8.766862197,80.49911671
PAN56408,PAN,56408,Bajo Boquete,BAJOBOQUETE,2542,3135,3800,50.07,26.92,25.10,1.82,16.76,14.42,2.34,8.765087677,-82.4314308
PAN56409,PAN,56409,Capira,CAPIRA,3078,3796,4600,49.22,32.96,31.12,1.83,21.53,21.70,-0.17,8.764984591,-79.87701537
MHL56414,MHL,56414,Ebeye,EBEYE,8501,8960,9444,4.08,28.25,27.33,0.92,23.55,23.53,0.02,8.730127712,167.7281421
IND56426,IND,56426,VARKALA,VARKALA,75713,78032,80432,31.40,26.64,28.24,-1.60,24.87,24.19,0.67,8.743010042,76.73095825
IND56433,IND,56433,AMBASAMUDRAM,AMBASAMUDRAM,74263,84250,94840,54.32,38.34,36.03,2.30,23.29,22.97,0.32,8.713740576,77.42303672
IND56434,IND,56434,ATTINGAL,ATTINGAL,51906,56233,60796,41.59,27.29,28.53,-1.25,24.12,23.54,0.58,8.69412207,76.81929279
COL56438,COL,56438,San Marcos,SANMARCOS,18206,20744,22720,84.36,34.87,35.09,-0.23,23.90,23.76,0.14,8.670305451,-75.12075557
PHL56441,PHL,56441,Dapitan,DAPITAN,60000,62997,68178,6.07,32.34,32.12,0.21,22.16,23.11,-0.95,8.702731877,123.4029778
VEN56445,VEN,56445,El Vig¡a,ELVIGIA,47784,56096,65854,301.66,31.54,31.06,0.49,22.90,21.19,1.71,8.612487701,-71.6496281
VEN56446,VEN,56446,Merida,MERIDA,170902,188539,207996,428.77,29.84,24.43,5.40,12.47,7.62,4.85,8.567565041,-71.21844499
PHL56447,PHL,56447,Cagayan de Oro,CAGAYANDEORO,252453,320000,345000,291.94,30.13,30.70,-0.57,22.72,22.50,0.22,8.51488173,124.7035445
LKA56450,LKA,56450,Trincomalee,TRINCOMALEE,47069,47743,47977,89.89,35.54,35.19,0.35,24.86,24.63,0.22,8.564770403,81.19309022
SLE56459,SLE,56459, ,LUNGI,12319,12994,14733,21.88,28.20,25.20,3.00,20.81,20.16,0.66,8.616971646,-13.19304153
IND56462,IND,56462,KAYALPATTINAM,KAYALPATTINAM,65009,74535,84625,97.31,36.92,39.65,-2.72,24.51,25.44,-0.92,8.565569787,78.1001523
IND56463,IND,56463,SRIVAIKUNTAM,SRIVAIKUNTAM,12143,13922,15807,1.02,40.35,42.33,-1.98,25.49,25.96,-0.47,8.628573503,77.92005422
ETH56466,ETH,56466, ,MOJO,17889,23163,28354,25.47,32.02,32.58,-0.56,11.29,9.99,1.30,8.601718225,39.12971345
IND56467,IND,56467,TRIVANDRUM,TRIVANDRUM,635067,734101,845477,421.18,29.67,28.35,1.32,23.00,22.61,0.39,8.499579916,76.96367209
PHL56470,PHL,56470,Dipolog,DIPOLOG,80000,90777,99862,32.23,35.15,33.20,1.96,23.03,22.99,0.04,8.583612397,123.3611363
PAN56472,PAN,56472,La Pintada,LAPINTADA,2475,3053,3700,6.79,33.77,31.42,2.35,21.10,21.15,-0.06,8.596162796,-80.44166946
TCD56476,TCD,56476, ,MOUNDOU,81335,99530,123971,55.37,35.77,36.14,-0.37,21.67,21.33,0.34,8.559805056,16.08249935
IND56478,IND,56478,NAZERATH,NAZERATH,12689,14548,16518,24.63,42.66,42.50,0.15,26.04,25.78,0.26,8.566277836,77.98289243
PAN56480,PAN,56480,Dolega,DOLEGA,5018,6189,7500,33.11,31.22,30.61,0.61,19.80,19.54,0.26,8.560692792,-82.41357205
PAN56487,PAN,56487,Bugaba,BUGABA,14989,18485,22400,61.99,29.25,28.95,0.30,20.14,19.25,0.89,8.519336626,-82.61672794
PAN56488,PAN,56488,Penonomé,PENONOME,10573,13038,15800,94.26,34.20,31.37,2.83,21.59,21.29,0.29,8.515456541,-80.34561191
COL56489,COL,56489,MAJAGUAL,MAJAGUAL,4487,5113,5600,19.53,33.93,33.98,-0.04,24.54,23.99,0.55,8.54471364,-74.62735834
NGA56492,NGA,56492,Ilorin,ILORIN,505318,654124,823002,222.50,33.24,30.67,2.56,19.96,19.25,0.70,8.485125732,4.564273779
ETH56493,ETH,56493,Woliso,GIYON,20731,26842,32858,11.89,30.33,28.63,1.71,-2.77,-0.28,-2.48,8.533068112,37.97380093
COL56494,COL,56494,PUEBLO NUEVO,PUEBLONUEVO,6679,7611,8336,24.63,35.73,35.03,0.70,22.52,22.50,0.02,8.511392583,-75.50675714
SLE56501,SLE,56501, ,FREETOWN,716443,807555,972415,93.62,29.29,26.25,3.04,19.51,20.17,-0.66,8.454265376,-13.22875558
NGA56502,NGA,56502,Lafia,LAFIA,75392,97594,122790,45.86,32.45,32.89,-0.44,20.21,20.38,-0.17,8.503878827,8.5242209
THA56505,THA,56505,Nakhon Si Thammarat,NAKHONSITHAMMARAT,99787,109627,118764,210.63,33.41,31.89,1.52,22.95,24.14,-1.19,8.441021412,99.96410334
PAN56507,PAN,56507,David,DAVID,51995,64121,77700,279.08,29.57,30.11,-0.55,19.92,20.12,-0.19,8.427764972,-82.45656444
COL56508,COL,56508,CONVENCION,CONVENCION,13140,14972,16398,67.09,31.10,30.30,0.80,17.86,17.32,0.55,8.463040485,-73.32410765
PHL56510,PHL,56510,Oroquieta,OROQUIETA,53000,56012,59843,2.57,29.25,29.78,-0.53,19.22,22.20,-2.98,8.484172741,123.8071319
ETH56514,ETH,56514,GEFERSA,WENJI,10699,13853,16958,56.90,32.30,32.63,-0.33,11.40,12.24,-0.85,8.447157873,39.22691925
THA56517,THA,56517,Phangnga,PHANGNGA,7730,8492,9200,39.91,29.94,29.03,0.91,22.93,22.59,0.34,8.446876723,98.53394613
VEN56520,VEN,56520,Ciudad Guayana,CIUDADGUAYANA,453047,525920,610514,1172.39,32.52,31.34,1.19,21.53,21.66,-0.13,8.296579223,-62.66416186
IND56525,IND,56525,SATHYAMANGALAM,SATHYAMANGALAM,39152,44889,50966,12.74,42.18,44.32,-2.15,26.70,26.27,0.43,8.447274335,77.91582273
COL56526,COL,56526,PLANETA RICA,PLANETARICA,28190,32119,35179,75.60,33.74,34.81,-1.08,22.51,22.77,-0.26,8.411237165,-75.57935917
IND56527,IND,56527,UDANGUDI,UDANGUDI,14489,16612,18861,22.08,39.96,40.38,-0.41,25.82,25.59,0.23,8.425651091,78.03204024
THA56530,THA,56530,Pak Phanang,PAKPHANANG,40648,44656,48378,723.46,30.44,31.33,-0.89,24.98,24.82,0.16,8.086205104,100.2589817
PAN56531,PAN,56531,Antón,ANTON,5621,6932,8400,38.22,32.05,30.78,1.27,20.87,21.62,-0.75,8.396163082,-80.26417135
CAF56535,CAF,56535,Ndélé,NDELE,8268,8268,8268,2.61,31.12,29.44,1.68,22.22,20.72,1.50,8.409036337,20.65370103
COL56538,COL,56538,GONZALEZ,GONZALEZ,2739,3121,3419,21.24,32.54,30.18,2.36,14.70,17.16,-2.45,8.388163434,-73.3705039
IND56543,IND,56543,VADAKKUVALLIYUR,VADAKKUVALLIYUR,31518,34680,38020,17.84,44.42,41.59,2.84,24.06,23.59,0.48,8.389416269,77.61725239
CMR56544,CMR,56544, ,TCHOLLIRE,6370,8096,9975,2.48,31.28,31.49,-0.21,21.45,22.25,-0.81,8.398111401,14.17053742
CIV56549,CIV,56549,Dabakala,DABAKALA,7768,7768,7768,26.33,29.46,29.06,0.40,17.81,18.56,-0.76,8.370356465,-4.42218452
LKA56550,LKA,56550,Anuradhapura,ANURADHAPURA,44128,49427,55362,138.12,33.91,33.69,0.22,22.93,22.65,0.28,8.33229534,80.41404576
PAN56556,PAN,56556,Puerto Armuelles,PUERTOARMUELLES,15257,18815,22800,72.31,30.41,29.05,1.36,20.28,19.68,0.61,8.297356462,-82.86492673
COL56557,COL,56557,GAMARRA,GAMARRA,10617,12097,13249,56.98,36.06,36.07,-0.01,26.04,24.87,1.17,8.325119162,-73.7338258
IND56560,IND,56560,TISAIYANVILAI,TISAIYANVILAI,16698,19144,21736,40.78,42.66,41.78,0.88,25.50,25.56,-0.06,8.339391656,77.87637966
PHL56561,PHL,56561,Iligan,ILIGAN,226568,273004,285061,190.40,31.40,31.17,0.23,22.19,21.66,0.53,8.229406681,124.2496883
COL56562,COL,56562,AYAPEL,AYAPEL,14741,16796,18396,52.50,34.77,33.94,0.83,20.86,23.50,-2.64,8.310339882,-75.14595716
COL56563,COL,56563,Aguachica,AGUACHICA,46235,52680,57699,140.19,33.97,33.25,0.72,24.11,23.64,0.47,8.308940041,-73.60260562
COL56569,COL,56569,OCANA,OCANA,61597,70184,76871,154.65,32.35,30.55,1.80,17.09,17.44,-0.35,8.251473981,-73.35105816
COL56578,COL,56578,VALENCIA,VALENCIA,6282,7158,7840,41.64,33.86,33.65,0.21,21.41,21.48,-0.08,8.262489265,-76.13835474
PAN56582,PAN,56582,Tolé,TOLE,2141,2640,3200,17.00,31.24,29.68,1.55,21.00,21.18,-0.18,8.240329066,-81.66291903
VEN56583,VEN,56583,LA FRIA,LAFRIA,20727,23344,26292,129.18,33.07,32.02,1.05,22.25,20.77,1.48,8.204605792,-72.23426926
IND56584,IND,56584,PADMANABHAPURAM,PADMANABHAPURAM,26347,27781,29285,36.54,29.12,29.07,0.05,24.44,23.62,0.82,8.230077459,77.3186924
VEN56591,VEN,56591,Ciudad Bol¡var,CIUDADBOLIVAR,225340,251527,280758,605.27,32.66,35.22,-2.56,21.61,21.01,0.59,8.09718686,-63.53120528
IND56592,IND,56592,NAGERCOIL,NAGERCOIL,209489,221330,233763,130.04,30.85,31.94,-1.09,24.48,23.49,1.00,8.177752901,77.43847127
PHL56596,PHL,56596,Bislig,BISLIG,59619,60000,60000,36.30,27.96,28.24,-0.28,21.34,21.73,-0.39,8.18160155,126.3748144
COL56597,COL,56597,TIERRALTA,TIERRALTA,18720,21329,23361,63.74,33.64,33.45,0.18,20.98,21.74,-0.76,8.171385503,-76.05372573
THA56599,THA,56599,Thung Song,THUNGSONG,23274,25569,27700,192.96,31.08,29.12,1.96,23.53,23.04,0.50,8.119290637,99.67878839
NGA56601,NGA,56601,Offa,OFFA,70586,91372,114962,63.75,29.26,27.29,1.97,19.41,18.75,0.66,8.158718053,4.724937123
NGA56602,NGA,56602,Ogbomosho,OGBOMOSHO,411214,532308,669738,103.70,30.33,30.18,0.15,18.75,18.84,-0.09,8.144181686,4.249241152
PHL56603,PHL,56603,Ozamis,OZAMIS,92000,101944,110420,33.60,27.76,30.22,-2.46,23.92,22.60,1.32,8.161331585,123.8375445
PHL56606,PHL,56606,Malaybalay,MALAYBALAY,94790,112277,123672,27.20,29.94,28.99,0.94,19.05,18.49,0.56,8.156318129,125.1359243
CIV56610,CIV,56610,Katiola,KATIOLA,33662,33662,33662,64.60,31.84,30.40,1.44,19.13,18.41,0.71,8.141228444,-5.095401523
IND56611,IND,56611,KOLACHAL,KOLACHAL,25418,29142,33087,20.40,29.12,29.37,-0.26,23.98,23.98,0.00,8.15345474,77.3069343
PAN56614,PAN,56614,Santiago,SANTIAGO,24692,30451,36900,124.96,34.34,34.00,0.34,21.31,21.42,-0.12,8.102908208,-80.96375068
COL56618,COL,56618,TURBO,TURBO,28447,32413,35501,78.37,30.69,29.96,0.73,21.15,21.94,-0.79,8.099092671,-76.70601144
IND56624,IND,56624,KANNIYAKUMARI,KANNIYAKUMARI,16997,18167,19417,37.35,33.63,33.92,-0.29,24.32,24.15,0.17,8.106661085,77.52179744
THA56625,THA,56625,Krabi,KRABI,19829,21784,23600,159.89,30.30,28.08,2.21,24.26,23.58,0.68,8.063614223,98.94399292
VEN56626,VEN,56626,Upata,UPATA,41056,47659,55325,251.67,32.27,31.69,0.58,20.24,20.48,-0.24,8.019754896,-62.40932378
COL56629,COL,56629,ABREGO,ABREGO,9814,11182,12248,62.91,37.04,33.80,3.25,13.79,13.87,-0.08,8.083888048,-73.21183019
COL56634,COL,56634,SARDINATA,SARDINATA,6392,7283,7977,9.35,38.18,31.57,6.61,20.04,18.21,1.82,8.077224101,-72.7988683
CIV56635,CIV,56635,Bondoukou,BONDOUKOU,33325,33325,33325,104.57,28.80,28.02,0.78,18.51,18.27,0.23,8.054360706,-2.789607351
VEN56637,VEN,56637,La Concordia,LACONCORDIA,260844,278883,299055,1389.49,30.09,28.90,1.19,16.39,16.37,0.02,7.829639085,-72.27263967
COL56637,COL,56637,CUCUTA,CUCUTA,565084,643687,704999,389.97,39.23,34.43,4.80,21.32,19.45,1.87,7.889562395,-72.53511301
PHL56641,PHL,56641,Tangub,TANGUB,42900,46004,49695,12.99,33.84,30.83,3.01,21.27,22.82,-1.55,8.063216134,123.744671
LKA56646,LKA,56646,Puttalam,PUTTALAM,28800,33803,39675,73.41,34.37,35.10,-0.73,20.51,22.14,-1.63,8.024124177,79.85711065
COL56654,COL,56654,Apartadó,APARTADO,110787,126230,138257,560.15,29.73,30.30,-0.57,21.63,21.46,0.16,7.832171442,-76.65939013
PHL56657,PHL,56657,Marawi,MARAWI,91901,114389,131090,49.32,32.22,29.84,2.39,19.72,19.08,0.64,8.014990586,124.2824638
PAN56659,PAN,56659,Soná,SONA,18335,22611,27400,39.11,33.04,31.99,1.04,22.31,21.39,0.92,8.007756734,-81.30598068
COL56660,COL,56660,CAUCASIA,CAUCASIA,36774,41901,45893,104.62,34.66,35.80,-1.14,24.43,24.03,0.40,7.980777707,-75.1936126
COL56662,COL,56662,Montelibano,MONTELIBANO,23682,26983,29554,94.38,34.44,35.16,-0.72,24.50,24.51,-0.01,7.984601607,-75.40357034
PAN56666,PAN,56666,Parita,PARITA,2409,2970,3600,11.90,34.85,34.75,0.10,22.70,21.96,0.75,8.002116048,-80.51607741
PAN56670,PAN,56670,Chitre,CHITRE,33382,41166,49885,146.76,31.92,33.25,-1.34,21.70,21.61,0.09,7.957895845,-80.42430191
SLE56671,SLE,56671, ,BOTOWN,76162,85915,103523,44.22,27.36,28.26,-0.90,21.90,20.41,1.49,7.963790867,-11.74071165
CIV56674,CIV,56674,Seguela,SEGUELA,29157,29157,29157,92.69,29.30,29.51,-0.22,20.00,19.30,0.70,7.952049479,-6.69025922
ETH56675,ETH,56675,?ssela,ASSELA,38541,49904,61088,39.97,22.78,23.47,-0.69,-3.73,0.56,-4.29,7.960524001,39.13891002
COL56676,COL,56676,SIMITI,SIMITI,7661,8730,9561,12.06,36.74,35.99,0.75,24.35,24.45,-0.10,7.950052568,-73.93287202
PAN56677,PAN,56677,Ocú,OCU,5487,6766,8200,25.51,39.56,35.00,4.56,20.99,21.28,-0.29,7.945328772,-80.77111477
ETH56684,ETH,56684, ,ZIWAY,16310,21119,25852,27.35,32.10,29.61,2.49,10.38,12.42,-2.04,7.931286237,38.71296867
NGA56687,NGA,56687,Ikirun,IKIRUN,72712,94125,118426,50.18,28.11,26.24,1.87,19.13,18.24,0.89,7.912405638,4.681136658
VEN56692,VEN,56692,San Fernando de Apure,SANFERNANDO,72716,83665,96262,293.29,31.96,31.20,0.75,22.18,21.56,0.63,7.858491359,-67.4893821
NGA56695,NGA,56695,Ejigbo,EJIGBO,65876,85275,107291,19.56,28.86,27.10,1.76,18.42,18.26,0.16,7.900735864,4.320744614
NGA56696,NGA,56696,Wukari,WUKARI,50380,65217,82054,46.78,30.19,29.23,0.96,21.65,21.20,0.45,7.878587056,9.777189418
SLE56698,SLE,56698, ,KENEMA,66866,75429,90887,29.77,32.27,28.15,4.12,22.49,19.63,2.86,7.880924669,-11.18298291
NGA56699,NGA,56699,Oyo,OYO,351283,454729,572129,70.60,33.30,30.55,2.75,18.54,18.54,0.01,7.840239008,3.936589041
NGA56705,NGA,56705,Ifon Osun,IFONOSUN,115857,149975,188695,9.36,27.26,27.20,0.06,19.29,18.50,0.79,7.837829351,4.495826005
PHL56706,PHL,56706,Pagadian,PAGADIAN,47737,55000,70000,42.85,33.02,32.26,0.77,21.85,22.34,-0.49,7.831042298,123.4462758
PAN56707,PAN,56707,Las Tablas,LASTABLAS,7962,9819,11900,135.71,28.61,29.66,-1.05,21.37,21.40,-0.04,7.774333617,-80.2639031
NGA56709,NGA,56709,Lokoja,LOKOJA,37512,48559,61096,48.63,29.76,29.23,0.53,19.76,20.20,-0.44,7.810800065,6.739677376
NGA56716,NGA,56716,Oshogbo,OSHOGBO,373525,483520,608353,106.34,30.37,26.88,3.50,18.50,18.25,0.25,7.783229418,4.560759318
NGA56718,NGA,56718,Makurdi,MAKURDI,143892,186265,234354,143.90,31.10,28.48,2.62,21.22,20.69,0.54,7.739406262,8.539960398
THA56719,THA,56719,Huai Yot,HUAIYOT,10139,11138,12067,14.46,34.44,28.86,5.58,22.37,23.38,-1.01,7.793711971,99.63552716
GHA56721,GHA,56721, ,WENCHI,24637,31085,38165,113.15,29.75,28.29,1.46,18.97,18.77,0.20,7.754496089,-2.110752738
LKA56722,LKA,56722,Eravur,ERAVUR,21268,21572,21678,36.77,34.65,37.68,-3.02,22.42,22.80,-0.38,7.784156237,81.60532257
CIV56731,CIV,56731,Bouake,BOUAKE,329850,329850,329850,228.89,32.96,30.75,2.21,19.42,18.76,0.66,7.704093351,-5.028306274
GIN56733,GIN,56733,Nzérékoré,NZEREKORE,81597,103236,125385,27.23,32.11,28.17,3.94,17.31,18.71,-1.40,7.751110735,-8.809902999
COL56736,COL,56736,CACHIRA,CACHIRA,2062,2350,2574,14.46,30.91,24.73,6.18,8.11,6.13,1.97,7.738319047,-73.0468184
LKA56737,LKA,56737,Batticaloa,BATTICALOA,90359,100010,110835,38.13,37.43,35.64,1.80,25.70,24.07,1.63,7.701650827,81.70544437
NGA56743,NGA,56743,Ado,ADO,148246,191901,241445,100.42,28.01,26.40,1.61,18.22,18.06,0.16,7.647363473,5.219554676
SDN56745,SDN,56745,Waw,WAW,70967,93991,121442,13.37,41.21,37.24,3.97,23.23,22.06,1.17,7.694026101,27.98903558
ETH56746,ETH,56746,Jîmma,JIMMA,72272,93579,114551,46.80,28.83,27.19,1.64,9.37,6.34,3.04,7.676314258,36.85052117
NGA56751,NGA,56751,Ilesa,ILESA,132429,171426,215685,97.02,28.95,26.32,2.63,18.67,18.32,0.34,7.634101412,4.750869815
CIV56753,CIV,56753,Beoumi,BEOUMI,13200,13200,13200,2.36,26.78,28.57,-1.79,19.02,19.55,-0.53,7.670929597,-5.575121712
NGA56754,NGA,56754,Iwo,IWO,119323,154461,194340,53.61,29.80,27.90,1.90,18.09,17.59,0.50,7.641929825,4.187889452
NGA56756,NGA,56756,Okene,OKENE,392948,508664,639988,235.76,31.39,28.84,2.56,20.09,20.27,-0.18,7.590717425,6.264658475
LKA56758,LKA,56758,Chilaw,CHILAW,22233,23065,23928,58.09,35.01,33.46,1.55,21.43,23.06,-1.63,7.600260817,79.81662465
THA56759,THA,56759,Trang,TRANG,54314,59670,64643,170.24,31.96,30.34,1.62,23.59,23.44,0.15,7.560163182,99.6181551
THA56760,THA,56760,Phatthalung,PHATTHALUNG,35431,38925,42169,73.19,35.11,31.49,3.61,25.02,24.58,0.44,7.61748098,100.0797382
COL56761,COL,56761,El Bagre,ELBAGRE,22497,25633,28075,74.37,36.07,35.98,0.08,22.89,23.31,-0.42,7.600076748,-74.79168351
COL56762,COL,56762,CHINACOTA,CHINACOTA,11517,13123,14372,43.41,30.32,27.84,2.48,15.52,12.19,3.33,7.605149936,-72.59436763
COL56765,COL,56765,CACERES,CACERES,1045,1066,1159,48.84,33.10,32.42,0.69,22.54,21.84,0.70,7.591141251,-75.38405242
GHA56766,GHA,56766, ,TECHIMAN,42980,54231,66580,57.02,30.46,28.13,2.33,18.76,18.67,0.09,7.590441408,-1.92992014
TGO56774,TGO,56774,Atakpamé,ATAKPAME,36754,46246,60489,125.14,32.63,32.05,0.58,20.29,20.29,0.00,7.502852188,1.158864609
ETH56775,ETH,56775,HOSAENA,HOSAINA,25781,33382,40863,34.90,24.07,24.67,-0.60,-6.08,-0.56,-5.52,7.54982148,37.85781733
NGA56778,NGA,56778,Ibadan,IBADAN,1742962,2256227,2838730,466.61,33.36,28.52,4.84,19.77,19.01,0.76,7.40534769,3.907246264
NGA56780,NGA,56780,Ife,IFE,177454,229711,289017,118.33,30.20,26.76,3.44,18.74,18.58,0.16,7.494544007,4.552660503
LKA56781,LKA,56781,Kalmunai,KALMUNAI,92577,93903,94364,203.03,34.86,36.31,-1.46,22.84,23.05,-0.20,7.353406557,81.81362822
NGA56788,NGA,56788,Ikere-Ekiti,IKERE,55651,72039,90638,38.31,28.42,26.82,1.60,18.70,18.75,-0.04,7.493199909,5.231937013
COL56789,COL,56789,ZARAGOZA,ZARAGOZA,4097,4668,5113,39.16,35.54,34.94,0.60,24.19,22.91,1.29,7.488010556,-74.86250289
LKA56793,LKA,56793,Kurunegala,KURUNEGALA,27140,27678,28226,68.11,31.35,30.61,0.74,22.24,21.53,0.70,7.483037988,80.37363541
LKA56798,LKA,56798,Matale,MATALE,32559,34231,35990,44.27,29.48,28.17,1.30,22.39,20.78,1.61,7.461708225,80.63636658
NGA56800,NGA,56800,Gbongan,GBONGAN,66412,85969,108165,8.51,27.36,26.14,1.22,18.94,18.38,0.56,7.480329556,4.361659341
PHL56801,PHL,56801,Tagum,TAGUM,60865,70000,80000,67.26,33.78,30.84,2.94,22.07,22.04,0.03,7.448588739,125.8152305
FSM56802,FSM,56802,Weno,WENO,17795,15728,13900,18.05,28.64,27.66,0.97,22.89,23.22,-0.33,7.4414254,151.854052
CIV56804,CIV,56804,M Bahiakro,MBAHIAKRO,10825,10825,10825,21.28,27.47,27.99,-0.52,21.44,19.98,1.46,7.460829404,-4.334507035
GHA56805,GHA,56805, ,BEREKUM,29323,36998,45424,63.85,28.61,26.49,2.12,18.40,18.44,-0.03,7.447384964,-2.583840406
LKA56808,LKA,56808,Colombo,COLOMBO,1827499,1909676,1995980,1482.11,32.02,30.64,1.39,22.10,22.76,-0.67,6.998906545,79.9495328
CIV56810,CIV,56810,Man,MAN,89575,89575,89575,103.88,27.85,26.54,1.31,17.52,16.52,1.00,7.407228293,-7.545362083
CIV56811,CIV,56811,Zuenoula,ZUENOULA,19445,19445,19445,26.39,30.76,28.61,2.15,19.63,20.04,-0.41,7.43460368,-6.03858217
THA56812,THA,56812,Kantang,KANTANG,12598,13840,14993,154.61,30.42,29.98,0.44,23.48,23.29,0.19,7.410121619,99.58669738
COL56816,COL,56816,Pamplona,PAMPLONA,34979,39856,43653,78.34,26.59,25.09,1.50,5.32,5.02,0.31,7.380854752,-72.64094561
